name,lat,lon,province,district,reference
San Jorge 2,-3.9307237984011,-75.6616979926085,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
San Jorge 3,-3.96126294999112,-75.6630642816672,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
San Jorge 4,-3.97729908541357,-75.7605033205544,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Nueva Angora 1,-4.35279968751349,-75.3414031531589,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Nueva Angora 2,-4.36230163896723,-75.3347652064876,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Nueva Angora 3,-4.37606728713729,-75.3217299335991,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Nueva Angora 4,-4.02087924797279,-75.314350593562,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Pucayacu 1,-4.23935846431154,-75.2344807858474,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Pucayacu 2,-4.23416239019821,-75.244941107951,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Pucayacu 3,-4.23169741166119,-75.2580604415399,Loreto,Urarinas,"MORALES CHOCANO, Daniel. 1992. Chambira: Alfareros tempranos de la Amazonía. Pp. 149-172. Estudios de Arqueología Peruana. Lima, Perú. // MORALES CHOCANO, Daniel. 1998. Chambira: Una cultura de sabana árida en la Amazonía peruana. pp. 61-75. Investigaciones Sociales, Año 2, N° 2. Lima, Perú."
Tres Fronteras,-4.46637313470153,-75.1430240154473,Loreto,Urarinas,"MAC KAY FULLE, Martín; y, Rafaél SANTA CRUZ. 2009. Cuninico y Maipuco, dos sitios arqueológicos en el río Marañón. Pp. 57-73. Arqueología y Sociedad, N° 20. Lima, Perú."
Santa Cruz de Tagual,-4.39119339644824,-75.3214389762373,Loreto,Urarinas,"MAC KAY FULLE, Martín; y, Rafaél SANTA CRUZ. 2009. Cuninico y Maipuco, dos sitios arqueológicos en el río Marañón. Pp. 57-73. Arqueología y Sociedad, N° 20. Lima, Perú."
Santa Rosa de Aerico,-4.27336207339972,-74.93470171485,Loreto,Urarinas,"MAC KAY FULLE, Martín; y, Rafaél SANTA CRUZ. 2009. Cuninico y Maipuco, dos sitios arqueológicos en el río Marañón. Pp. 57-73. Arqueología y Sociedad, N° 20. Lima, Perú."
Santa Cruz 1,-4.14882081555063,-75.4565240692402,Loreto,Urarinas,"WALSH PERÚ. 2008. Ficha de Registro de Sitio Arqueológico para los EIAS para el Programa de Prospección Sísmica 2D y Construcción de los Campamentos Bases Logísticos para las Operaciones del Lote 127, para CEPSA. Anexo 3-1 al 3-22 / 22 pp. Lima, Perú."
Santa Cruz 2,-4.144551359398,-75.455629642294,Loreto,Urarinas,"WALSH PERÚ. 2008. Ficha de Registro de Sitio Arqueológico para los EIAS para el Programa de Prospección Sísmica 2D y Construcción de los Campamentos Bases Logísticos para las Operaciones del Lote 127, para CEPSA. Anexo 3-1 al 3-22 / 22 pp. Lima, Perú."
Santa Cruz 3,-4.13874161819157,-75.4588338083894,Loreto,Urarinas,"WALSH PERÚ. 2008. Ficha de Registro de Sitio Arqueológico para los EIAS para el Programa de Prospección Sísmica 2D y Construcción de los Campamentos Bases Logísticos para las Operaciones del Lote 127, para CEPSA. Anexo 3-1 al 3-22 / 22 pp. Lima, Perú"
Santa Rosa del Chambira 1,-4.08280480910566,-75.5349198930052,Loreto,Urarinas,"WALSH PERÚ. 2008. Ficha de Registro de Sitio Arqueológico para los EIAS para el Programa de Prospección Sísmica 2D y Construcción de los Campamentos Bases Logísticos para las Operaciones del Lote 127, para CEPSA. Anexo 3-1 al 3-22 / 22 pp. Lima, Perú"
Santa Rosa del Chambira 2,-4.07763444105806,-75.5553578827872,Loreto,Urarinas,"WALSH PERÚ. 2008. Ficha de Registro de Sitio Arqueológico para los EIAS para el Programa de Prospección Sísmica 2D y Construcción de los Campamentos Bases Logísticos para las Operaciones del Lote 127, para CEPSA. Anexo 3-1 al 3-22 / 22 pp. Lima, Perú"
28 de Julio del Chambira,-4.23059578056962,-75.3652099150094,Loreto,Urarinas,"WALSH PERÚ. 2008. Ficha de Registro de Sitio Arqueológico para los EIAS para el Programa de Prospección Sísmica 2D y Construcción de los Campamentos Bases Logísticos para las Operaciones del Lote 127, para CEPSA. Anexo 3-1 al 3-22 / 22 pp. Lima, Perú"
Nueva Alianza,-4.45394746487094,-74.9782767736159,Loreto,Urarinas,"MAC KAY FULLE, Martín; y, Rafaél SANTA CRUZ. 2009. Cuninico y Maipuco, dos sitios arqueológicos en el río Marañón. Pp. 57-73. Arqueología y Sociedad, N° 20. Lima, Perú."
Urituyacu - Linea 4,-4.141754823413583,-76.01455018083585,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
Montículo,-4.141399964216462,-76.01363957871031,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
Cachuela Solimar,-4.19088612651767,-75.9792422755546,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
Zapallar,-4.1645216828854,-75.9982366780597,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
Helipuerto Bell 212,-4.22845588298788,-75.9322487299986,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
Helipuerto MI-17,-4.22823915716753,-75.9319421336326,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
Helipuerto de Recarga,-4.2276164623148,-75.9307340608786,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
San Juan de Abejaico,-4.22785856855611,-75.9325002939034,Loreto,Urarinas,"RAVINES, Rogger. 1998. Cerámica antigua del río Urituyacu, Provincia y Departamento de Loreto. Pp. 49-70. Boletín de Lima N° 112. Lima, Perú."
Achual Tipishca (Hua 80-1),-5.44963605660201,-75.8168781959847,Alto Amazonas,Lagunas,"MYERS, Thomas. 1984/85. Archaeological evidence from Achual Tipishca, Lower Huallaga River, Perú. Pp. 211-224. Ñawpa Pacha. Institute of Andean Studies. Nº 22-23. Berkeley, California. USA."
Yarinal (Hua 80-2),-5.44841094629238,-75.8329704973681,Alto Amazonas,Lagunas,"MYERS, Thomas. 1984/85. Archaeological evidence from Achual Tipishca, Lower Huallaga River, Perú. Pp. 211-224. Ñawpa Pacha. Institute of Andean Studies. Nº 22-23. Berkeley, California. USA."
Hua 80-3,-5.45817299709428,-75.81841521872,Alto Amazonas,Lagunas,"MYERS, Thomas. 1984/85. Archaeological evidence from Achual Tipishca, Lower Huallaga River, Perú. Pp. 211-224. Ñawpa Pacha. Instituto de Estudios Andinos. Nº 22-23. Berkeley, California. USA."
Cocha Paranapura,-5.89443328802517,-76.1878044964763,Alto Amazonas,Yurimaguas,"RIVAS PANDURO, Santiago. 2016. Informe N° 072-2016/AA/MC-DDC-LOR/SRP. 8 pp. Informe donde se reporta el hallazgo de dos sitios arqueológicos en la cuenca del río Paranapura (Cocha Paranapura, Cocha Paranapura 2), en el marco de la inspección de campo al proyecto “Plan de Monitoreo Arqueológico Mejoramiento y Rehabilitación de la Carretera Yurimaguas – Munichis (Hasta el puente Yanayacu. L=10.20 km), Provincia de Alto Amazonas, Departamento de Loreto”, ubicado en el Distrito de Yurimaguas, Provincia Alto Amazonas, Departamento de Loreto, a cargo de la Lic. Zoraida Villafuerte Cáceres."
Cocha Paranapura 2,-5.89705772283192,-76.1526379853349,Alto Amazonas,Yurimaguas,"RIVAS PANDURO, Santiago. 2016. Informe N° 072-2016/AA/MC-DDC-LOR/SRP. 8 pp. Informe donde se reporta el hallazgo de dos sitios arqueológicos en la cuenca del río Paranapura (Cocha Paranapura, Cocha Paranapura 2), en el marco de la inspección de campo al proyecto “Plan de Monitoreo Arqueológico Mejoramiento y Rehabilitación de la Carretera Yurimaguas – Munichis (Hasta el puente Yanayacu. L=10.20 km), Provincia de Alto Amazonas, Departamento de Loreto”, ubicado en el Distrito de Yurimaguas, Provincia Alto Amazonas, Departamento de Loreto, a cargo de la Lic. Zoraida Villafuerte Cáceres."
Munichis,-5.893475635041973,-76.23312600165816,Alto Amazonas,Yurimaguas,"JORDÁN BEJARANO, Carlos Francisco. 2006. Informe del proyecto de evaluación arqueológica en el área del Convenio N° 009-2004-FIP entre el Fondo Ítalo Peruano y la Municipalidad de Balsapuerto, Departamento de Loreto, “Proyecto Mejoramiento de Ganado de doble propósito en el Distrito de Balsapuerto”. 44 pp. Presentado al Instituto Nacional de Cultura. Lima, Perú."
"AA Balsapuerto 1 (Sectores A,B,C,D,E,F,G) / Sector D o Santa Rosa",-5.829042355515232,-76.55856985159777,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú. // JORDÁN BEJARANO, Carlos Francisco. 2006. Informe del proyecto de evaluación arqueológica en el área del Convenio N° 009-2004-FIP entre el Fondo Ítalo Peruano y la Municipalidad de Balsapuerto, Departamento de Loreto, “Proyecto Mejoramiento de Ganado de doble propósito en el Distrito de Balsapuerto”. 44 pp. Presentado al Instituto Nacional de Cultura. Lima, Perú."
"AA Balsapuerto 2, o San Jorge",-5.841302807383907,-76.56253178461262,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú. // JORDÁN BEJARANO, Carlos Francisco. 2006. Informe del proyecto de evaluación arqueológica en el área del Convenio N° 009-2004-FIP entre el Fondo Ítalo Peruano y la Municipalidad de Balsapuerto, Departamento de Loreto, “Proyecto Mejoramiento de Ganado de doble propósito en el Distrito de Balsapuerto”. 44 pp. Presentado al Instituto Nacional de Cultura. Lima, Perú."
AA Balsapuerto 3,-5.843601207455053,-76.56200538355084,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú."
AA Balsapuerto 4,-5.831431402399614,-76.55141573221394,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú."
"AA Nuevo Pintuyacu, o Pintuyacu",-5.818149672093729,-76.54387558073644,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú. // JORDÁN BEJARANO, Carlos Francisco. 2006. Informe del Proyecto de Evaluación Arqueológica en el área del Convenio N° 009-2004-FIP entre el Fondo Ítalo Peruano y la Municipalidad de Balsapuerto, Departamento de Loreto, “Proyecto Mejoramiento de Ganado de doble propósito en el Distrito de Balsapuerto”. 44 pp. Presentado al Instituto Nacional de Cultura. Lima, Perú."
AA Nuevo Junín,-5.796487288761863,-76.54536061989812,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú. // JORDÁN BEJARANO, Carlos Francisco. 2006. Informe del Proyecto de Evaluación Arqueológica en el área del Convenio N° 009-2004-FIP entre el Fondo Ítalo Peruano y la Municipalidad de Balsapuerto, Departamento de Loreto, “Proyecto Mejoramiento de Ganado de doble propósito en el Distrito de Balsapuerto”. 44 pp. Presentado al Instituto Nacional de Cultura. Lima, Perú."
"AA Nuevo Barranquita, o Montículo Barranquita",-5.802456227343193,-76.52854585004799,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú. // JORDÁN BEJARANO, Carlos Francisco. 2006. Informe del Proyecto de Evaluación Arqueológica en el área del Convenio N° 009-2004-FIP entre el Fondo Ítalo Peruano y la Municipalidad de Balsapuerto, Departamento de Loreto, “Proyecto Mejoramiento de Ganado de doble propósito en el Distrito de Balsapuerto”. 44 pp. Presentado al Instituto Nacional de Cultura. Lima, Perú."
AA Laguna del Cachiyacu Colorado,-5.90065382080756,-76.7213654874989,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago 2019. Reported by Santiago Rivas Panduro based on description of La Laguna (Field Museum 2014: 84), analyses of photographs from Corine Vriesendorp y Álvaro del Campo, and interpretion of satellite images from  Google Earth, 2019."
RP Shapajilla 2,-5.867733763245785,-76.55346638638972,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú."
RP Shapajilla 1,-5.86592317136193,-76.5541657599406,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú."
RP Casa de Cumpanamá (también es RTL),-5.874040761924589,-76.52244548312038,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú.  // ECHEVARRÍA LÓPEZ, Gori Tumi. 2006.  Petrograbados en la cuenca del río Cachiyacu. Una aproximación arqueológica en contexto industrial. 15 pp. En Rupestreweb, http://www.rupestreweb.info/cachiyacu.html"
RP Cocina de Cumpanamá (también es RTL),-5.874041622756304,-76.5221294101142,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú."
RP Cachiyacu 1,-5.862802142068009,-76.57080009112998,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú."
RP Cachiyacu 2,-5.86167022080089,-76.5518783276479,Alto Amazonas,Balsapuerto,Reported by Santiago Rivas Panduro from field worked conducted in 2015 at PIA Paranapura.
"RP Ojeyacu 1, o Tunu Icha",-5.85857241501072,-76.569930398029,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 2000. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2003. Los asentamientos prehispánicos de la cuenca del río Cachiyacu, Amazonía peruana. 142 pp. Instituto Cultural Runa. Lima, Perú. // JORDÁN BEJARANO, Carlos Francisco. 2006. Informe del proyecto de evaluación arqueológica en el área del Convenio N° 009-2004-FIP entre el Fondo Ítalo Peruano y la Municipalidad de Balsapuerto, Departamento de Loreto, “Proyecto Mejoramiento de Ganado de doble propósito en el Distrito de Balsapuerto”. 44 pp. Presentado al Instituto Nacional de Cultura. Lima, Perú."
RP Ojeyacu 2,-5.85857233911525,-76.5699574886427,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú."
RP Ojeyacu 3,-5.8586086450643124,-76.56992145902711,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú."
RP Ojeyacu 4,-5.858789326948973,-76.5699851757425,Alto Amazonas,Balsapuerto,"RIVAS PANDURO, Santiago. 1999. Investigaciones arqueológicas en el Distrito de Balsapuerto: el enigma de los petroglifos de Balsapuerto. 45 pp. Informe presentado a la Municipalidad Distrital de Balsapuerto. Lima, Perú. // RIVAS PANDURO, Santiago. 2000. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 107 pp. Informe presentado a la Dra. Ruth Shady Solís, Asesora del proyecto de investigación, del curso Prácticas Pre Profesionales II, Universidad Nacional Mayor de San Marcos. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2001. Prospección Arqueológica en la cuenca del río Cachiyacu, Balsapuerto, Loreto. 80 pp. Informe presentado al Instituto Nacional de Cultura. Iquitos, Perú."
